date,total_daily_fees_btc
2021-01-10,91.95258523
2021-01-14,141.41282765999998
2021-01-18,84.66625216
2021-01-22,116.02452285
2021-01-26,81.76242060999999
2021-01-30,138.4634188
2021-02-03,134.24070735
2021-02-07,84.69085027000003
2021-02-11,185.34915974999996
2021-02-15,121.55584341000002
2021-02-19,160.80575279999996
2021-02-23,183.30218416999998
2021-02-27,104.30956316000002
2021-03-03,132.69783596999994
2021-03-07,71.23039113000002
2021-03-11,111.07819319
2021-03-15,112.98540384
2021-03-19,116.33945050000007
2021-03-23,81.33063817999997
2021-03-27,66.63131525
2021-03-31,102.46134312999995
2021-04-04,67.19630150000003
2021-04-08,91.57954065000001
2021-04-12,91.77267732999996
2021-04-16,140.32071554000004
2021-04-20,301.8282274699999
2021-04-24,168.4008953499999
2021-04-28,135.93910763999997
2021-05-02,84.96037570000003
2021-05-06,109.52051483999999
2021-05-10,101.01711433999999
2021-05-14,73.24686827
2021-05-18,67.16487364999998
2021-05-22,102.38136843000001
2021-05-26,77.84665827
2021-05-30,36.61452541999999
2021-06-03,49.88061483999999
2021-06-07,34.55627144
2021-06-11,40.70747208999999
2021-06-15,38.74243654999998
2021-06-19,24.633397950000006
2021-06-23,56.04309666
2021-06-27,27.102806160000004
2021-07-01,72.52897938000002
2021-07-05,47.54560696000002
2021-07-09,26.87704906999999
2021-07-13,31.732052499999988
2021-07-17,12.611708939999998
2021-07-21,14.461766660000004
2021-07-25,9.733525729999995
2021-07-29,14.995055600000008
2021-08-02,13.481515990000002
2021-08-06,14.22965964
2021-08-10,13.957605080000002
2021-08-14,10.895738640000001
2021-08-18,15.411591230000003
2021-08-22,11.626182749999995
2021-08-26,11.575345220000004
2021-08-30,12.537301139999999
2021-09-03,18.433869729999994
2021-09-07,18.45604694
2021-09-11,10.836634559999998
2021-09-15,17.058681740000008
2021-09-19,8.247936459999996
2021-09-23,13.782920530000004
2021-09-27,12.663846300000005
2021-10-01,16.25074991
2021-10-05,15.293184800000008
2021-10-09,14.68665122
2021-10-13,16.82798138
2021-10-17,11.342677920000003
2021-10-21,20.276850739999993
2021-10-25,14.023436650000006
2021-10-29,15.656144510000003
2021-11-02,17.50019126999999
2021-11-06,10.765226660000003
2021-11-10,18.414890980000003
2021-11-14,8.671454749999999
2021-11-18,11.7643974
2021-11-22,12.30824165
2021-11-26,14.573473770000003
2021-11-30,12.639602539999998
2021-12-04,17.45400847999999
2021-12-08,10.347112210000002
2021-12-12,6.5401876499999965
2021-12-16,10.470706909999999
2021-12-20,10.997373189999998
2021-12-24,12.067905989999998
2021-12-28,17.86068218000001
2022-01-01,9.313250859999998
2022-01-05,15.839727270000004
2022-01-09,7.86552615
2022-01-13,10.43758314
2022-01-17,9.08946149
2022-01-21,12.146521389999995
2022-01-25,10.852287239999995
2022-01-29,12.331016270000005
2022-02-02,12.277100499999994
2022-02-06,10.267598419999999
2022-02-10,19.58059812
2022-02-14,11.161085030000006
2022-02-18,9.413693890000005
2022-02-22,9.152503500000002
2022-02-26,6.735534049999998
2022-03-02,29.265981479999997
2022-03-06,9.45711786
2022-03-10,11.649466789999998
2022-03-14,10.311670240000003
2022-03-18,10.594884019999995
2022-03-22,10.8074481
2022-03-26,8.185598199999998
2022-03-30,11.172714079999997
2022-04-03,10.435895970000002
2022-04-07,10.039681349999997
2022-04-11,10.507280689999998
2022-04-15,8.863154869999999
2022-04-19,9.369770330000001
2022-04-23,8.203158969999999
2022-04-27,11.164919310000005
2022-05-01,7.81516491
2022-05-05,22.340750540000002
2022-05-09,19.787603760000014
2022-05-13,31.539118490000007
2022-05-17,18.911246129999995
2022-05-21,12.030804259999996
2022-05-25,19.46775853999999
2022-05-29,9.962765560000001
2022-06-02,19.52585209
2022-06-06,12.70170594
2022-06-10,13.5712683
2022-06-14,26.092143590000006
2022-06-18,20.936404599999996
2022-06-22,16.955184179999996
2022-06-26,12.73963608
2022-06-30,16.563506569999994
2022-07-04,13.56007377999999
2022-07-08,22.855290490000005
2022-07-12,17.361912600000007
2022-07-16,18.277772789999993
2022-07-20,25.64368542000001
2022-07-24,10.677899700000001
2022-07-28,16.141326599999996
2022-08-01,14.450534099999997
2022-08-05,19.59420281
2022-08-09,22.94095828
2022-08-13,11.569899080000006
2022-08-17,15.181718970000006
2022-08-21,7.9226078700000055
2022-08-25,10.89698816
2022-08-29,11.008257659999996
2022-09-02,18.277006289999996
2022-09-06,15.29135514
2022-09-10,12.414737120000003
2022-09-14,17.119207890000002
2022-09-18,12.176171550000005
2022-09-22,12.921849560000002
2022-09-26,14.465445650000003
2022-09-30,16.583648199999992
2022-10-04,10.254465289999999
2022-10-08,6.680587199999998
2022-10-12,9.430387910000002
2022-10-16,8.21248342
2022-10-20,12.782906639999995
2022-10-24,11.951984580000001
2022-10-28,18.72427351
2022-11-01,14.951825980000002
2022-11-05,16.01921818999999
2022-11-09,24.963782759999997
2022-11-13,16.368784639999998
2022-11-17,34.54296318999999
2022-11-21,25.365681919999993
2022-11-25,27.05300031
2022-11-29,23.247694430000003
2022-12-03,23.08110451000001
2022-12-07,18.324438660000006
2022-12-11,8.19227598
2022-12-15,20.34853506
2022-12-19,18.069058319999993
2022-12-23,17.374282509999997
2022-12-27,23.851985059999993
2022-12-31,12.180264259999996
2023-01-04,14.774281600000002
2023-01-08,6.781967409999997
2023-01-12,16.51553844000001
2023-01-16,10.301662030000005
2023-01-20,19.557875499999998
2023-01-24,16.92996076
2023-01-28,11.61323579
2023-02-01,22.09847212999999
2023-02-05,13.976726330000005
2023-02-09,21.55106488000002
2023-02-13,24.259215849999997
2023-02-17,26.678259050000005
2023-02-21,17.32064879
2023-02-25,15.959074009999993
2023-03-01,25.83815714
2023-03-05,17.510876130000007
2023-03-09,44.796256809999996
2023-03-13,26.126984639999993
2023-03-17,42.51131127999999
2023-03-21,28.886597120000012
2023-03-25,30.59583649
2023-03-29,27.534690559999987
2023-04-02,24.467191630000006
2023-04-06,32.91813282999998
2023-04-10,21.77457393999999
2023-04-14,27.739714300000003
2023-04-18,20.363491979999996
2023-04-22,16.3903462
2023-04-26,33.09136423999998
2023-04-30,47.64650049999998
2023-05-04,113.47645017000005
2023-05-08,635.35380034
2023-05-12,173.44342629
2023-05-16,113.01084452000005
2023-05-20,85.19281153999995
2023-05-24,64.87007901999998
2023-05-28,62.56858108
2023-06-01,70.13588614000001
2023-06-05,58.00114518999999
2023-06-09,73.25776494999997
2023-06-13,37.246010070000004
2023-06-17,40.12883580000002
2023-06-21,43.88821895000004
2023-06-25,29.38484288000001
2023-06-29,37.058475680000015
2023-07-03,25.487702250000012
2023-07-07,19.24955069
2023-07-11,16.952263900000002
2023-07-15,16.740640720000005
2023-07-19,18.163703370000007
2023-07-23,25.54846983
2023-07-27,20.838440450000014
2023-07-31,16.65975421
2023-08-04,22.515295539999993
2023-08-08,29.11310746000001
2023-08-12,19.421388580000023
2023-08-16,18.03889855
2023-08-20,14.984985450000002
2023-08-24,17.458467169999995
2023-08-28,16.97295639999999
2023-09-01,26.151917779999994
2023-09-05,24.396894269999994
2023-09-09,32.53049267
2023-09-13,31.128702210000007
2023-09-17,28.30720798
2023-09-21,47.346400599999996
2023-09-25,33.365485490000005
2023-09-29,29.363154359999996
2023-10-03,29.087440100000013
2023-10-07,41.49443835000001
2023-10-11,21.60053422
2023-10-15,11.395811420000003
2023-10-19,18.648708779999993
2023-10-23,17.002779340000004
2023-10-27,25.551621680000004
2023-10-31,18.239112260000002
2023-11-04,79.51745750999999
2023-11-08,118.07035988000001
2023-11-12,115.77631581999998
2023-11-16,317.4560769399997
2023-11-20,177.71355411999994
2023-11-24,97.80573665000001
2023-11-28,78.80659978
2023-12-02,63.57856882
2023-12-06,293.6611414599999
2023-12-10,114.83473182
2023-12-14,334.12679746999993
2023-12-18,390.7370200099999
2023-12-22,324.4882387599998
2023-12-26,167.81165180000002
2023-12-30,264.2947451199999
2024-01-03,146.25275834000007
2024-01-07,76.29310876999995
2024-01-11,101.28308080000001
2024-01-15,117.39484570000003
2024-01-19,84.17113488000005
2024-01-23,88.51466299000006
2024-01-27,58.19419444000002
2024-01-31,49.84143557999997
2024-02-04,98.42988745000001
2024-02-08,52.9856866
2024-02-12,67.17328884000001
2024-02-16,32.81914217999999
2024-02-20,31.802945029999993
2024-02-24,25.96199853000001
2024-02-28,59.94820722000001
2024-03-03,46.136782050000015
2024-03-07,52.15660503999999
2024-03-11,41.035269150000005
2024-03-15,37.14060522999997
2024-03-19,46.05466678999999
2024-03-23,24.56584449
2024-03-27,30.34220638
2024-03-31,28.048975869999996
2024-04-04,23.051920150000004
2024-04-08,33.11963192
2024-04-12,157.2190875599999
2024-04-16,94.83667170999998
2024-04-20,1257.7154452499992
2024-04-24,258.70972687
2024-04-28,53.221399729999995
2024-05-02,35.37304202000001
2024-05-06,40.47732225000001
2024-05-10,31.21384524000001
2024-05-14,21.806342060000006
2024-05-18,17.823959919999993
2024-05-22,21.26717374
2024-05-26,19.491763499999998
2024-05-30,37.45567083999999
2024-06-03,43.74055069000002
2024-06-07,312.66024100000016
2024-06-11,44.32667776000001
2024-06-15,45.01788529
2024-06-19,32.436865899999994
2024-06-23,14.863135919999998
2024-06-27,18.10260407
2024-07-01,18.35492272000001
2024-07-05,14.72065925
2024-07-09,13.21596265
2024-07-13,19.427090370000002
2024-07-17,14.034124100000003
2024-07-21,9.865972680000002
2024-07-25,10.679698730000007
2024-07-29,10.867002189999997
2024-08-02,8.76757802
2024-08-06,8.20257927
2024-08-10,6.757603340000002
2024-08-14,7.970686080000001
2024-08-18,7.219758560000004
2024-08-22,100.26494952000006
2024-08-26,8.49892683
2024-08-30,8.013371420000004
2024-09-03,8.47166562
2024-09-07,6.552367879999996
2024-09-11,6.642300200000001
2024-09-15,6.327634969999999
2024-09-19,9.939919330000002
2024-09-23,7.737245180000002
2024-09-27,11.07140301
2024-10-01,7.906132000000004
2024-10-05,12.091758149999997
2024-10-09,15.227246359999995
2024-10-13,24.71939620000001
2024-10-17,61.40548312
2024-10-21,17.517528030000005
2024-10-25,36.680515899999996
2024-10-29,11.48340517000001
2024-11-02,7.11291527
2024-11-06,8.281041099999998
2024-11-10,10.833933739999997
2024-11-14,24.696528190000013
2024-11-18,17.5232424
2024-11-22,18.81865613
2024-11-26,17.208246409999997
2024-11-30,10.122530659999997
2024-12-04,11.847352130000008
2024-12-08,15.218431179999998
2024-12-12,19.688597289999993
2024-12-16,12.327577080000006
2024-12-20,15.185983740000003
2024-12-24,9.57170242
2024-12-28,5.660320319999999
2025-01-01,4.759661460000001
2025-01-05,5.909277129999999
2025-01-09,7.305172840000002
2025-01-13,7.777593819999997
2025-01-17,8.995918040000001
2025-01-21,10.22718074
2025-01-25,5.433938540000001
2025-01-29,4.824865440000004
2025-02-02,4.564019920000001
2025-02-06,5.3041850299999975
2025-02-10,4.58136983
2025-02-14,4.744212379999999
2025-02-18,4.703006010000002
2025-02-22,6.37196667
2025-02-26,10.904291969999996
2025-03-02,5.543123860000001
2025-03-06,5.1759084400000015
2025-03-10,5.31973344
2025-03-14,5.447541660000001
2025-03-18,4.506838129999999
2025-03-22,9.808855499999996
2025-03-26,9.679871510000002
2025-03-30,3.1484340199999994
2025-04-03,5.781421130000002
2025-04-07,6.592971899999998
2025-04-11,7.677592650000003
2025-04-15,5.681177280000002
2025-04-19,6.378627280000001
2025-04-23,11.29144978
2025-04-27,5.182267590000003
2025-05-01,5.512286359999998
2025-05-05,5.109248460000002
2025-05-09,6.867091060000005
2025-05-13,6.271764770000001
2025-05-17,7.1957170900000005
2025-05-21,7.899307769999999
2025-05-25,4.0790192
2025-05-29,5.27497498
2025-06-02,4.7752589300000015
2025-06-06,4.432632879999998
2025-06-10,5.347743160000001
2025-06-14,3.0589920699999995
2025-06-18,6.95175944
2025-06-22,2.7805980599999995
2025-06-26,7.57462956
2025-06-30,4.2289726100000005
2025-07-04,3.3710390200000013
2025-07-08,4.5461275400000005
2025-07-12,3.997999390000001
2025-07-16,4.539328199999996
2025-07-20,3.15968918
2025-07-24,9.8211687
2025-07-28,4.207920390000001
2025-08-01,5.450971709999999
2025-08-05,3.6740329099999998
2025-08-09,4.494624190000002
2025-08-13,4.397483219999999
2025-08-17,2.54035809
2025-08-21,3.0897044099999995
2025-08-25,2.8474278699999997
2025-08-29,3.4954331800000005
2025-09-02,4.966634959999998
2025-09-06,3.4592569699999975
2025-09-10,4.036303750000002
2025-09-14,3.1299257199999992
2025-09-18,3.687311720000001
2025-09-22,3.3842320399999988
2025-09-26,4.05417458
2025-09-30,3.1584596399999985
2025-10-04,3.968791010000001
2025-10-08,3.3791308699999987
2025-10-12,2.43852623
2025-10-16,3.168048689999999
2025-10-20,2.930852719999999
2025-10-24,2.9053725499999996
2025-10-28,2.9358787200000016
2025-11-01,2.469086779999999
2025-11-05,4.18353984
2025-11-09,2.2947250500000003
2025-11-16,2.6074946200000007
2025-11-20,3.1734651599999997
2025-11-24,2.583558169999999
2025-11-28,2.869712909999998
2025-12-02,3.900622880000001
2025-12-06,2.405767989999999
2025-12-10,2.6894036499999996
2025-12-14,1.9304611599999992
2025-12-18,2.7416777500000014
2025-12-22,2.550064770000001
2025-12-26,2.3658647199999994
2025-12-30,2.9727451299999994
2026-01-03,2.6202714900000004
2026-01-07,2.598904729999999
2026-01-11,1.9199271000000004
2026-01-15,3.252281839999999
2026-01-19,2.2826795899999985
2026-01-23,2.5137265200000005
2026-01-27,2.3041153399999996
2026-01-31,3.0406677999999996
2026-02-04,3.217600219999999
2026-02-08,2.2321171099999995
